id,popularity,rarity,brand,type,age,condition,weight,length,width,height,scarcity,price
6066,91.521,Common,C,,7.177,A2,36.525999999999996,7.626,8.089,4.871,0.9930000000000001,10209.046
6067,96.723,Very Rare,C,LOP0,9.867,C2,43.749,9.958,10.241,6.332,0.36100000000000004,29429.267
6068,93.425,Common,B,AF66,9.794,B1,51.121,7.899,8.699,4.715,0.779,9544.614
6069,91.442,Common,A,DE13,7.822,C1,43.443,10.246,8.838000000000001,5.533,0.47500000000000003,13196.483
6070,96.288,Very Rare,B,JH88,10.148,C2,47.388,6.447,6.858,3.603,0.373,324.231
6071,91.473,Common,D,IJN13,10.733,A2,,6.369,7.137,3.849,1.018,2804.047
6072,94.924,,D,LOP0,,A2,42.496,10.035,8.754,6.082,0.48000000000000004,26515.363
6073,94.565,Common,F,AF66,8.352,A2,31.259,8.294,6.98,4.301,0.446,3949.751
6074,94.883,Common,C,JH88,9.719,C1,,7.279,7.31,4.0760000000000005,0.603,670.274
6075,91.607,Common,D,LOP0,7.996,A1,49.715,7.535,7.824,4.632,0.321,4226.962
6076,94.712,Common,D,LOP0,9.391,B1,,7.661,7.047,4.505,0.857,2181.839
6077,93.11,Common,F,WE92,9.125,B2,35.17,6.65,6.889,4.524,0.853,1840.517
6078,89.844,Rare,,JH88,9.549,C1,47.112,8.393,9.256,6.154,0.8860000000000001,12920.443
6079,94.588,Rare,F,DE13,10.084,B1,54.144999999999996,7.797,8.118,5.054,0.907,9567.488
6080,94.679,Common,C,JH88,11.623,A1,31.605,7.096,6.1370000000000005,4.6739999999999995,0.36600000000000005,1110.111
6081,91.532,Common,F,LOP0,,A1,57.185,6.176,6.881,4.25,,2767.322
6082,96.649,Very Rare,C,AF66,9.216,A2,34.708,8.221,7.48,4.4879999999999995,0.5720000000000001,3472.254
6083,94.946,Common,F,IJN13,9.075,A1,,7.717,8.786,5.579,0.767,29405.45
6084,96.521,Very Rare,A,JH88,7.111,A1,40.477,5.894,6.802,4.521,0.449,2653.054
6085,93.226,Common,B,LOP0,10.918,A1,45.315,7.717,7.714,4.689,0.899,4264.824
6086,94.829,Common,,DE13,11.861,D,34.309,9.168,10.119,5.433,0.672,10125.422
6087,94.983,Rare,C,AF66,11.897,B1,38.478,8.588000000000001,6.379,5.2940000000000005,0.781,3266.148
6088,94.838,,C,WE92,10.343,B2,50.195,7.462,7.995,4.8,0.6839999999999999,3342.198
6089,96.563,,A,IJN13,8.147,C1,32.266,8.475999999999999,8.263,4.784,0.587,6836.98
6090,91.65,Common,D,JH88,,B1,36.343,7.658,7.137,5.119,1.0270000000000001,4290.956
6091,96.494,Very Rare,A,WE92,8.214,B2,36.38,6.717,7.147,4.109,0.41100000000000003,3444.732
6092,91.503,Common,A,DE13,10.22,A2,32.225,7.757,6.547,4.349,0.542,3296.403
6093,94.848,Somewhat Rare,A,AF66,9.082,B1,42.214,8.324,8.102,4.383,0.384,4755.476
6094,89.609,Common,C,JH88,8.999,D,32.248,5.827999999999999,5.867,4.57,0.9730000000000001,764.807
6095,91.288,Common,C,AF66,8.841,B1,51.647999999999996,6.441,8.142,4.441,0.463,6958.492
6096,100.102,Very Rare,C,LOP0,7.611,C1,35.062,6.582,8.463000000000001,3.81,0.41100000000000003,2006.187
6097,91.538,Common,C,DE13,,A2,48.56,9.227,9.431000000000001,5.608,0.665,13304.591
6098,91.619,Rare,F,JH88,9.768,B1,38.725,7.19,7.128,4.12,0.964,1556.803
6099,91.243,Common,A,DE13,,A2,27.746000000000002,8.14,8.027999999999999,4.98,1.0010000000000001,4367.871
6100,94.616,Somewhat Rare,,LOP0,12.703,B2,42.228,7.257,7.62,4.346,0.513,2291.028
6101,98.25,Rare,F,DE13,12.031,A2,65.429,8.096,8.591000000000001,5.2170000000000005,0.931,3185.281
6102,93.424,Rare,,AF66,12.176,A1,29.422,9.135,9.739,5.951,0.778,18180.208
6103,94.787,Common,,RESS211,7.516,B1,37.443,7.43,5.849,4.214,0.544,1979.775
6104,96.387,Very Rare,D,DE13,10.066,A2,26.959,8.582,9.646,5.486000000000001,0.9830000000000001,13067.528
6105,96.657,Rare,C,DE13,10.126,B1,59.486999999999995,8.55,9.443,5.075,0.787,10725.34
6106,91.726,Common,D,WE92,9.318,B1,40.462,7.549,6.678,3.852,0.797,3165.625
6107,93.159,Rare,,AF66,9.74,A2,42.203,7.179,6.1259999999999994,4.252,0.728,2325.493
6108,93.249,Common,A,AF66,,B2,35.269999999999996,8.296,9.084,5.215,0.708,13626.267
6109,94.877,Common,F,IJN13,10.616,B2,37.068,7.605,7.253,4.489,0.447,4725.963
6110,103.174,Common,B,KJ001,12.982,C1,43.659,9.887,10.411,6.569,0.7230000000000001,19524.148
6111,91.445,Common,F,JH88,9.623,C2,24.411,7.228,8.902000000000001,4.571,0.5920000000000001,4955.149
6112,94.762,Common,B,AF66,9.077,A2,55.004,7.338,8.655999999999999,5.145,0.489,5586.477
6113,99.898,Very Rare,C,LOP0,7.952,A2,27.111,8.431000000000001,8.291,4.827,0.8109999999999999,5791.054
6114,93.188,Common,A,AF66,10.449,B2,19.359,8.16,8.898,5.726,0.41100000000000003,16423.93
6115,94.99,,A,WE92,10.414,A2,45.188,6.161,6.622,3.906,0.507,-335.934
6116,94.914,Common,A,LOP0,8.85,C2,41.268,8.942,8.083,5.336,0.546,11187.495
6117,91.675,Common,D,LOP0,9.615,B2,36.97,8.932,9.57,5.109999999999999,0.712,11585.827
6118,93.24,Common,A,LOP0,8.573,A2,40.777,7.525,7.564,4.464,0.6120000000000001,3074.0
6119,108.304,,C,DE13,8.162,B1,39.428,7.772,8.394,5.168,0.789,5592.431
6120,96.69,Very Rare,F,AF66,10.079,B1,48.612,7.551,7.639,4.412,0.659,4206.24
6121,91.632,Rare,B,DE13,8.056,B1,45.207,9.422,9.033999999999999,5.442,0.895,10232.113
6122,95.098,Rare,E,WE92,8.63,A2,30.502000000000002,8.825,8.216999999999999,5.874,0.617,21064.948
6123,94.763,Common,F,AF66,,A1,36.929,7.354,7.629,4.148,0.806,4322.988
6124,91.267,Common,A,LOP0,,B2,29.53,7.276,6.689,4.631,0.747,2702.361
6125,98.203,Very Rare,D,IJN13,,B1,45.731,7.612,7.337,4.455,0.583,2363.142
6126,91.496,Rare,C,JH88,,B2,44.943,8.568999999999999,9.716000000000001,5.896,0.797,13582.641
6127,93.128,Common,D,AF66,6.808,A2,47.753,9.141,7.526,5.385,0.685,8195.477
6128,94.901,Common,A,JH88,,,51.253,8.777999999999999,8.506,4.587,0.758,8748.989
6129,93.077,Common,F,AF66,9.81,C1,50.926,6.978,7.092,4.051,0.47300000000000003,2240.332
6130,93.104,Rare,C,LOP0,,B2,36.218,8.408000000000001,8.048,5.956,0.505,10190.075
6131,94.789,,D,DE13,7.035,A1,39.12,8.336,8.606,5.316,0.52,6638.109
6132,91.473,Very Rare,A,LOP0,9.737,C1,36.02,7.191,7.234,4.355,0.925,3020.114
6133,93.227,Common,A,DE13,8.181,C1,36.872,8.809999999999999,8.437999999999999,5.532,0.384,11437.952
6134,,Common,C,LOP0,,A1,41.913,6.43,7.915,4.307,0.81,2199.446
6135,96.608,Very Rare,E,IJN13,10.997,B1,42.765,5.7620000000000005,7.395,4.269,0.764,2075.209
6136,99.938,Somewhat Rare,A,DE13,,A1,53.45,9.878,10.671,5.582,0.663,47084.511
6137,91.536,Common,B,LOP0,8.86,B1,40.88,8.844000000000001,8.222999999999999,5.42,0.41900000000000004,5510.09
6138,89.653,Common,A,IJN13,12.328,C1,39.374,6.492,7.383,3.89,0.43200000000000005,1936.418
6139,96.744,Very Rare,C,AF66,10.59,A2,35.37,8.716000000000001,8.958,5.509,0.652,16554.293
6140,93.106,,D,LOP0,9.985,C2,41.832,10.456,9.780000000000001,5.825,0.9239999999999999,12639.111
6141,96.808,Very Rare,C,JH88,7.647,B1,44.086,7.391,7.711,4.82,1.053,9626.674
6142,92.912,Common,B,AF66,10.053,A2,28.117,7.056,7.284,4.327999999999999,0.503,945.016
6143,93.048,Common,A,DE13,8.81,C1,44.993,9.501000000000001,9.261,6.135,0.8420000000000001,19330.861
6144,91.503,Rare,C,JH88,,B1,32.671,7.224,9.352,5.2669999999999995,0.7250000000000001,6843.272
6145,93.151,Common,E,,12.088,A2,41.459,8.025,7.595,5.154,0.464,7420.232
6146,98.464,Very Rare,A,DE13,12.499,B1,25.147,8.793,8.161999999999999,5.926,0.647,8461.883
6147,93.189,,F,LOP0,7.328,B2,40.635,7.059,7.181,4.720000000000001,0.609,1824.639
6148,93.034,Common,C,LOP0,10.328,A1,36.352,8.215,7.837,5.09,0.464,2517.714
6149,95.022,Common,A,AF66,11.182,C1,56.072,8.358,7.99,5.352,0.53,14366.376
6150,93.292,Common,A,,9.828,,47.103,9.977,10.349,6.386,0.648,36439.566
6151,93.172,Somewhat Rare,A,DE13,11.989,A2,52.474000000000004,9.34,9.736,5.842,0.667,9857.623
6152,90.053,Common,C,IJN13,,A2,51.406,6.882,6.987,4.061,0.678,2006.612
6153,96.7,Rare,D,DE13,9.4,B2,46.974000000000004,8.059000000000001,8.698,5.237,0.688,7858.664
6154,93.088,Common,B,LOP0,10.049,C1,50.32,9.623000000000001,9.424,5.38,0.9199999999999999,13951.508
6155,91.574,Common,B,JH88,9.564,B1,41.861,7.485,6.247,3.858,0.956,3369.207
6156,93.255,Common,C,LOP0,10.594,A1,16.342,7.94,7.779,4.652,0.40700000000000003,1328.668
6157,91.677,Common,B,AF66,9.909,A2,43.164,6.2490000000000006,7.153,4.086,0.506,1840.537
6158,92.959,,D,IJN13,11.035,C2,40.564,6.815,7.65,4.6129999999999995,0.442,3201.577
6159,98.127,Rare,D,,7.518,C1,40.047,9.003,9.49,5.468,0.673,12802.039
6160,93.16,Common,A,LOP0,11.512,B2,29.509999999999998,8.535,9.429,5.998,0.5710000000000001,15100.346
6161,98.502,Very Rare,D,LOP0,9.625,A1,43.775,8.934000000000001,9.251000000000001,5.066,0.375,16317.05
6162,98.229,Rare,A,JH88,9.206,,39.532,10.877,9.881,5.824,0.388,25155.58
6163,94.975,Rare,C,LOP0,7.413,C2,28.122999999999998,8.993,9.516,5.502,0.375,14163.379
6164,91.571,Common,C,AF66,10.604,A1,48.049,6.745,6.941,4.032,0.674,2960.467
6165,94.734,Common,C,DE13,7.173,B1,29.828,8.844000000000001,8.937000000000001,5.587,0.825,6139.076
6166,94.894,Common,C,DE13,10.497,B2,40.123,7.914,7.732,4.55,0.581,2012.918
6167,96.283,Rare,F,WE92,12.214,C2,43.192,7.222,6.803,4.353,0.42700000000000005,-176.943
6168,96.764,Very Rare,,AF66,10.799,A1,39.36,10.091000000000001,10.021,6.261,0.759,39456.598
6169,98.352,Very Rare,C,AF66,9.001,C1,34.435,9.379,9.489,5.626,0.47800000000000004,10636.89
6170,94.911,Common,B,JH88,,B1,37.398,9.001999999999999,10.411999999999999,6.158,0.9850000000000001,29390.457
6171,93.275,Common,C,AF66,8.753,C1,49.202,6.651,7.337,3.991,0.9990000000000001,775.365
6172,93.253,Common,D,AF66,,C2,38.693,8.527999999999999,8.915,5.1530000000000005,0.642,4594.285
6173,96.553,Rare,,JH88,10.149,D,30.841,7.825,6.675,4.9030000000000005,0.633,410.603
6174,96.629,Rare,C,AF66,,B1,31.445999999999998,7.59,6.936,5.025,0.43300000000000005,8977.311
6175,96.633,Rare,E,LOP0,10.432,A1,36.67,7.387,7.848,4.2669999999999995,0.9259999999999999,1654.16
6176,94.726,Common,D,AF66,8.725,C1,52.221000000000004,6.647,6.942,4.55,0.47800000000000004,3162.981
6177,101.813,Rare,C,AF66,7.871,A2,51.801,5.596,7.476,4.901,0.5700000000000001,-361.911
6178,91.346,Common,F,AF66,10.567,,39.752,8.901,9.193,5.359,0.873,18911.272
6179,98.278,Very Rare,B,DE13,7.134,C1,51.171,8.625,9.013,5.112,0.613,12049.437
6180,93.454,,C,WE92,10.338,B1,38.408,7.396,7.234,4.147,0.532,3128.641
6181,96.423,Common,A,DE13,12.278,C1,27.055,8.933,7.395,5.935,0.5980000000000001,8529.383
6182,93.18,Rare,A,DE13,10.117,C1,47.287,8.318,8.138,5.168,0.516,11295.058
6183,93.31,Common,B,WE92,9.464,B2,34.242,6.089,8.616,4.04,0.9099999999999999,934.975
6184,96.501,Very Rare,A,LOP0,9.859,B2,33.454,7.559,8.940999999999999,4.7620000000000005,0.446,9945.747
6185,100.136,Very Rare,F,JH88,10.424,B2,38.787,8.381,8.878,5.516,0.8760000000000001,18268.278
6186,91.224,Common,C,LOP0,10.432,A2,51.999,6.801,7.206,4.3309999999999995,0.457,-96.462
6187,94.867,Common,F,AF66,10.736,B1,41.205,8.207,9.447,5.125,0.869,18681.559
6188,101.846,Rare,C,DE13,9.541,A1,33.039,8.638,8.481,4.84,0.452,7765.657
6189,93.166,Common,D,JH88,9.006,D,44.668,7.895,6.09,4.428,0.42700000000000005,2063.482
6190,93.34,Common,A,LOP0,8.708,,59.876999999999995,9.652999999999999,9.863,6.437,0.664,19764.393
6191,99.664,Very Rare,E,AF66,9.733,A2,58.786,8.671,8.078,5.274,0.334,16405.965
6192,96.743,Rare,D,,9.397,,30.494,7.331,6.055,4.202,0.489,2810.761
6193,96.579,Very Rare,D,AF66,10.481,C1,66.67099999999999,6.966,7.443,3.736,0.7210000000000001,1180.925
6194,94.935,Somewhat Rare,E,LOP0,11.485,B2,37.025999999999996,8.605,8.834,5.239,0.542,8706.329
6195,89.982,Common,B,RESS211,9.365,B2,31.735,6.68,6.53,4.08,0.8680000000000001,3121.549
6196,93.263,Rare,C,LOP0,11.615,C1,34.415,10.859,10.215,5.733,0.925,46540.459
6197,95.14,Common,C,JH88,10.345,B1,6.777000000000001,7.789,7.349,4.3469999999999995,0.793,1988.451
6198,93.259,Common,A,AF66,10.036,A1,30.72,7.24,6.827,5.015000000000001,0.47400000000000003,1129.048
6199,93.151,Common,D,AF66,10.564,A2,20.796,6.865,7.033,3.954,0.982,1872.728
6200,93.081,Common,C,JH88,,A1,35.451,7.36,6.721,4.649,0.683,5213.846
6201,103.465,Very Rare,D,,8.496,C2,51.177,8.190999999999999,8.312000000000001,5.256,0.9119999999999999,8595.428
6202,98.172,Very Rare,E,LOP0,8.566,A2,29.426000000000002,7.977,8.806000000000001,5.302,0.372,10132.167
6203,91.383,,B,WE92,10.264,B2,43.014,7.283,7.436,4.651,0.47700000000000004,3622.721
6204,94.902,Common,C,JH88,8.156,A1,24.288,7.216,8.017,5.107,0.7290000000000001,6981.567
6205,94.859,Common,B,DE13,8.526,B1,40.866,7.424,7.198,4.068,,830.347
6206,93.289,Very Rare,C,IJN13,9.092,C1,38.74,8.424,7.719,5.164,0.43300000000000005,1271.61
6207,89.698,Common,F,LOP0,10.733,,31.111,6.43,6.383,4.818,0.5980000000000001,2733.371
6208,94.702,Common,D,LOP0,7.317,,34.18,9.242,8.946,5.498,0.913,12976.946
6209,94.945,Common,C,LOP0,8.948,B1,36.92,7.495,8.748000000000001,4.773,0.34700000000000003,5690.951
6210,94.952,,D,RESS211,9.689,C1,44.415,6.607,7.409,4.422000000000001,0.633,43.271
6211,101.661,Rare,A,DE13,9.182,B2,,9.728,9.773,6.616,0.911,45331.438
6212,91.329,Common,C,LOP0,9.81,,36.235,6.304,6.668,4.465,0.911,1543.044
6213,94.808,Common,,AF66,9.179,A2,28.43,6.32,6.511,3.866,0.8960000000000001,459.525
6214,94.798,Common,E,LOP0,,A1,33.227000000000004,7.907,7.911,5.341,0.7150000000000001,9124.962
6215,93.078,Common,B,AF66,9.587,C1,34.612,6.341,6.939,4.134,0.556,1763.66
6216,91.567,Somewhat Rare,B,AF66,12.727,D,42.805,9.76,9.589,6.712,,20530.33
6217,96.495,Common,C,AF66,9.377,B1,31.895,8.988,9.422,5.677,0.579,17707.719
6218,98.375,Very Rare,B,AF66,10.138,C1,32.616,10.805,11.142,6.05,0.7150000000000001,27123.788
6219,96.623,Somewhat Rare,B,LOP0,11.05,C1,35.392,7.133,6.531,4.470000000000001,0.867,2151.051
6220,93.18,,B,JH88,9.234,A2,46.274,8.354,8.108,5.227,,10231.969
6221,87.99,Common,F,AF66,10.969,B1,44.296,7.805,8.088000000000001,5.088,0.35700000000000004,7473.291
6222,99.931,Very Rare,D,JH88,8.608,A2,,6.714,7.288,3.861,0.522,457.868
6223,93.139,Common,F,JH88,9.673,C1,17.676,7.479,6.694,3.909,0.775,2006.46
6224,96.507,Very Rare,E,LOP0,,A1,40.959,9.105,9.51,5.609,0.938,17439.628
6225,95.063,Common,B,,,B1,45.786,7.886,8.568,5.245,0.501,5507.773
6226,91.621,Common,C,,9.194,C1,51.563,7.629,7.361,3.501,0.589,2457.894
6227,89.591,Common,C,IJN13,10.617,A1,43.12,7.323,7.206,4.011,0.7310000000000001,3832.498
6228,89.97,Common,D,RESS211,9.865,A2,50.013999999999996,6.875,6.924,4.123,0.42700000000000005,2597.509
6229,89.742,Common,C,JH88,8.816,B2,29.907,6.998,6.956,4.4510000000000005,0.5880000000000001,1626.535
6230,92.952,Rare,C,DE13,9.149,A1,38.115,8.613,7.13,4.446,0.797,3080.415
6231,101.59,Very Rare,C,LOP0,9.26,B2,32.646,8.997,9.661999999999999,5.517,0.41100000000000003,15947.201
6232,96.511,Common,B,AF66,9.121,C2,42.811,10.440000000000001,10.25,6.607,0.457,44860.524
6233,100.026,Very Rare,C,DE13,9.044,B1,47.683,10.662,10.141,6.457,0.9850000000000001,24597.084
6234,94.951,Somewhat Rare,B,AF66,8.336,A2,39.68,7.439,7.09,4.907,,3993.607
6235,101.618,Very Rare,C,AF66,5.936,C1,28.686999999999998,7.238,7.646,4.5489999999999995,0.519,3106.967
6236,95.032,Common,A,JH88,11.876,C2,39.47,9.754,9.354,4.885,0.659,14025.227
6237,93.245,Common,E,LOP0,9.981,C2,53.512,7.769,7.214,4.007,0.391,3157.331
6238,89.957,Common,A,AF66,10.079,B2,34.192,7.343,7.515,4.103,0.8860000000000001,2308.915
6239,96.599,Rare,D,AF66,,A2,47.536,6.559,8.102,4.916,0.8580000000000001,3068.738
6240,94.724,Common,D,,9.279,A2,35.012,10.552,9.311,5.86,0.753,10993.003
6241,89.808,Common,D,RESS211,10.387,B1,19.019,5.746,6.554,4.118,0.402,2228.133
6242,94.987,Rare,D,,11.308,B2,36.532,6.974,7.161,4.3420000000000005,1.012,2081.814
6243,98.184,Very Rare,C,JH88,8.606,,,7.263,6.892,4.529,0.682,4046.829
6244,98.301,Very Rare,C,LOP0,8.776,C1,45.737,10.593,9.58,6.219,0.895,43328.166
6245,98.265,Rare,A,JH88,9.079,A2,47.208,6.884,7.658,4.109999999999999,0.653,3372.961
6246,98.118,Very Rare,,DE13,8.479,C1,34.453,9.062999999999999,9.23,4.9990000000000006,0.41300000000000003,11513.839
6247,98.449,Very Rare,C,AF66,8.401,C2,29.209,6.681,6.492,4.0009999999999994,0.764,-222.824
6248,101.614,,E,AF66,5.663,C1,50.694,7.932,8.215,4.177,0.7350000000000001,3424.002
6249,91.585,Very Rare,D,LOP0,9.386,B1,28.867,6.848,6.542,4.547000000000001,0.457,3248.147
6250,96.693,Very Rare,A,AF66,8.195,C1,33.266,7.3,6.718,3.746,0.42600000000000005,2446.311
6251,93.02,Common,B,AF66,10.355,B2,45.543,6.762,7.089,4.32,0.704,4579.504
6252,93.319,Very Rare,D,DE13,10.683,C1,32.656,9.147,8.43,5.613,0.534,12705.747
6253,93.359,Common,A,WE92,10.11,C1,37.468,7.933,5.989,4.925,0.43800000000000006,4628.234
6254,101.682,Somewhat Rare,F,LOP0,10.401,B1,44.894999999999996,9.9,10.192,7.113,0.805,39532.281
6255,93.073,Common,A,,12.202,B2,51.326,9.004,9.728,5.886,0.593,19206.693
6256,93.299,Common,D,LOP0,11.973,A1,57.781,7.782,9.402000000000001,5.161,0.507,10588.814
6257,93.05,,F,JH88,8.764,B1,64.066,7.816,7.772,5.2669999999999995,0.382,7602.262
6258,96.544,Very Rare,C,LOP0,9.489,,27.303,6.2940000000000005,6.412,4.123,0.44000000000000006,-1643.006
6259,98.339,Very Rare,E,JH88,7.875,B1,48.933,10.733,9.952,6.188,0.813,37395.27
6260,98.368,Rare,D,JH88,9.156,A2,38.108,8.125,8.911,5.25,0.397,9668.659
6261,94.989,Common,C,DE13,11.059,A2,49.728,10.812,10.932,7.043,0.665,46080.551
6262,92.995,Common,A,LOP0,9.566,C1,37.479,8.715,9.058,5.833,,10099.994
6263,96.709,Very Rare,A,LOP0,8.692,A2,34.639,7.427,8.082,3.752,0.525,3971.282
6264,89.636,Common,F,WE92,9.324,C2,47.848,8.522,8.58,4.959,0.522,5941.989
6265,96.357,Very Rare,B,AF66,9.327,A2,36.596000000000004,8.65,7.231,4.372,0.688,4536.279
6266,96.584,Very Rare,F,AF66,8.554,A1,41.824,7.367,7.433,4.649,0.881,5229.694
6267,99.801,Very Rare,D,DE13,,A2,37.942,9.369,9.613,6.281,0.8400000000000001,21925.814
6268,96.667,Very Rare,A,AF66,10.784,,59.322,8.253,9.032,6.319,0.669,27046.553
6269,106.756,Somewhat Rare,A,LOP0,4.926,B2,34.082,9.326,8.068,5.061999999999999,0.829,10517.572
6270,91.911,Common,D,JH88,,A2,29.930999999999997,7.344,7.005,4.539,0.524,5354.052
6271,,Rare,B,IJN13,8.891,A2,35.123,6.037,7.211,3.991,,1699.103
6272,96.801,Somewhat Rare,C,LOP0,12.015,A2,52.058,10.163,9.620000000000001,6.408,0.518,33050.493
6273,91.327,Rare,C,AF66,10.242,B2,36.997,8.605,9.030000000000001,5.461,0.42300000000000004,14066.045
6274,91.617,Common,A,JH88,7.703,A2,25.979,8.414,8.463000000000001,5.979,0.607,21254.289
6275,94.859,Common,D,JH88,10.114,C1,30.514,7.293,6.399,3.968,0.9099999999999999,556.483
6276,98.222,Very Rare,C,IJN13,,,33.631,8.835,8.998999999999999,5.514,0.47500000000000003,21615.957
6277,98.299,Somewhat Rare,C,DE13,9.335,C1,49.76,9.639,10.109,5.433,0.716,12196.143
6278,91.379,Common,D,IJN13,10.254,B1,46.463,8.583,9.458,4.96,0.629,23604.917
6279,93.18,Common,C,AF66,,A1,41.231,6.504,7.233,3.925,0.483,2452.179
6280,94.864,Somewhat Rare,B,LOP0,10.507,A1,52.872,8.353,10.184999999999999,4.716,0.657,10636.219
6281,96.736,Rare,C,,,B2,44.942,10.222000000000001,10.723,6.026,0.462,31317.966
6282,93.243,Common,D,WE92,9.955,,,6.601,7.679,4.287,0.36600000000000005,2468.702
6283,98.004,Very Rare,F,IJN13,10.573,C1,,9.344000000000001,9.748999999999999,6.261,0.9199999999999999,30897.995
6284,93.297,Very Rare,C,JH88,11.509,A2,44.3,8.675,7.887,5.3759999999999994,0.8,5792.247
6285,98.321,Rare,C,AF66,11.401,B1,39.697,7.575,7.355,3.965,0.7330000000000001,2756.828
6286,94.695,Common,C,LOP0,11.645,B2,48.431,10.73,10.434999999999999,6.504,0.41900000000000004,39421.571
6287,93.274,Common,A,,11.149,B2,45.427,8.275,9.033999999999999,4.8260000000000005,0.925,8334.318
6288,94.758,Common,,LOP0,7.584,C1,43.14,10.768,10.439,6.039,,29018.458
6289,94.959,,F,LOP0,10.5,C1,36.893,10.62,10.024000000000001,6.14,0.8340000000000001,26571.162
6290,92.989,Common,,IJN13,9.498,B2,38.008,9.690999999999999,10.02,6.05,0.694,23397.175
6291,100.071,Very Rare,E,DE13,10.463,D,54.729,10.461,10.67,6.803,0.539,31623.984
6292,98.473,Very Rare,C,LOP0,10.443,B2,40.041,8.461,9.245000000000001,5.311999999999999,0.7050000000000001,10785.897
6293,93.1,,F,DE13,,A2,40.998,8.870000000000001,7.405,5.581,0.75,12736.391
6294,96.542,Rare,B,AF66,11.591,C2,55.083,9.099,9.174,5.501,,13306.397
6295,93.321,Common,D,JH88,,A2,,7.223,7.28,4.914,0.899,5516.395
6296,101.759,,A,DE13,8.966,C1,48.763999999999996,8.527000000000001,9.91,5.105,0.511,8899.368
6297,98.405,Very Rare,C,JH88,8.56,B2,34.446,8.415,8.887,5.138999999999999,0.35600000000000004,20279.925
6298,101.622,Rare,E,AF66,8.119,,63.853,7.736,7.561,4.013999999999999,0.6080000000000001,4289.57
6299,99.891,Very Rare,D,LOP0,9.096,B2,54.408,7.208,6.934,3.961,0.815,861.316
6300,97.995,Very Rare,A,WE92,10.31,,28.747999999999998,9.192,9.8,5.565,0.748,21332.111
6301,92.937,Somewhat Rare,A,LOP0,12.171,A1,29.558999999999997,6.525,5.7940000000000005,3.846,0.681,719.267
6302,91.796,Somewhat Rare,C,AF66,10.853,A1,36.06,7.156,6.436999999999999,4.946,,3425.181
6303,93.175,Common,C,WE92,,B2,57.366,8.517,9.356,5.783,0.988,21623.251
6304,96.601,Very Rare,A,LOP0,9.556,B2,33.684,7.567,7.796,4.9559999999999995,0.853,3119.021
6305,99.875,Rare,D,LOP0,9.73,,44.249,8.261,9.361,5.324,0.28500000000000003,7595.951
6306,93.145,Common,B,IJN13,9.716,B2,44.078,7.49,7.293,3.982,0.8280000000000001,2385.771
6307,101.436,Very Rare,F,DE13,,B2,42.688,7.587,7.717,4.129,0.682,2513.997
6308,91.485,Common,B,LOP0,8.945,B1,43.348,6.844,6.896,3.924,0.8360000000000001,507.775
6309,93.267,Common,B,LOP0,11.067,C2,33.343,9.853,11.289,7.084,0.805,33629.636
6310,91.409,Common,D,JH88,12.052,B2,23.923,8.826,8.983,5.761,0.585,13827.246
6311,101.615,Somewhat Rare,C,JH88,4.306,A1,52.056,9.818,9.08,5.537,0.617,21928.44
6312,91.578,Common,D,AF66,8.777,B1,36.125,7.903,6.855,4.84,0.821,4873.558
6313,93.167,Common,E,AF66,,,39.979,8.458,8.155999999999999,5.862,0.504,6619.728
6314,94.862,Rare,D,AF66,,C1,63.357,8.591999999999999,7.68,4.861000000000001,0.468,8609.529
6315,96.272,Very Rare,C,AF66,9.441,A2,43.1,7.356,6.905,4.196,0.452,1615.457
6316,94.87,Somewhat Rare,D,DE13,11.562,B1,,9.437999999999999,9.17,5.885,0.841,9690.398
6317,93.219,Common,C,IJN13,9.329,B1,44.122,9.679,9.501999999999999,5.917,0.9319999999999999,22701.243
6318,93.127,Rare,D,WE92,9.544,B2,58.97,7.604,6.4079999999999995,4.156000000000001,0.593,2480.791
6319,91.371,Common,D,LOP0,,A2,41.479,7.256,5.98,4.013,0.8280000000000001,776.384
6320,91.447,Common,D,JH88,10.152,C1,42.398,7.611,7.766,4.929,0.9610000000000001,7329.644
6321,94.632,Rare,D,IJN13,10.802,C1,32.5,8.822,10.867,6.989,1.01,32617.368
6322,94.777,Common,D,LOP0,11.761,,38.323,9.065999999999999,8.030000000000001,5.282,0.881,15912.819
6323,98.484,Very Rare,E,DE13,4.259,A2,29.095,6.572,8.207,4.362,0.529,3340.872
6324,96.394,Very Rare,F,AF66,9.884,B1,35.031,8.100999999999999,6.519,4.394,0.642,3613.438
6325,94.578,Very Rare,C,DE13,10.436,C1,41.439,9.792,8.712,6.087,0.603,10983.693
6326,93.125,Common,D,,,D,46.797,8.253,7.92,5.161,0.442,7487.832
6327,91.791,Common,B,JH88,9.066,,48.173,7.587,8.34,4.218999999999999,0.722,4887.597
6328,91.503,Common,A,IJN13,10.282,,32.131,7.861,8.702,4.497,0.986,4204.072
6329,94.723,Common,A,AF66,9.97,A2,39.694,6.857,5.748,4.275,1.004,1668.236
6330,95.066,Very Rare,C,LOP0,8.531,C1,20.124,9.012,9.79,6.036,0.6990000000000001,11950.582
6331,93.463,Common,C,AF66,10.317,B1,70.625,6.976,8.035,4.882,0.9990000000000001,4693.445
6332,93.056,Common,F,LOP0,10.234,B2,40.612,8.553,8.448,5.151,0.6120000000000001,4978.672
